patient_id,first_name,last_name,age,gender,dob,admission_date,discharge_date,diagnosis,blood_type,SSN
765,Griffith,Aldie,93,Genderfluid,6/2/1935,1/11/2021,1/3/2022,Diabetes,A+,239-08-1405
766,Lemuel,Craig,31,Male,8/20/1962,11/14/2021,9/30/2021,Cancer,O-,267-67-7895
767,Angelo,Charrette,12,Male,5/27/1925,12/9/2022,6/5/2022,Stroke,AB+,692-95-5615
768,Clement,Arundel,49,Genderfluid,4/8/1955,8/22/2022,8/28/2021,Heart Disease,O+,640-58-7920
769,Martainn,Nisen,96,Male,9/2/1986,4/13/2021,6/28/2021,COVID-19,AB-,114-83-4165
770,Sherm,Seppey,59,Male,6/28/1917,11/26/2021,9/18/2022,COVID-19,B-,387-37-2230
771,Paige,Hainge,104,Female,12/16/1994,12/22/2020,11/28/2020,Heart Disease,AB+,182-48-1204
772,Hanni,Lough,53,Female,9/28/2022,10/7/2022,7/9/2022,Stroke,A-,465-46-0463
773,Zondra,Lambol,53,Female,10/16/1963,6/25/2021,6/30/2022,COVID-19,O-,267-97-6174
774,Saunders,Sunter,17,Male,11/18/1934,8/18/2021,8/8/2021,COVID-19,A-,352-44-7830
775,Deeanne,Coslett,56,Female,6/18/1929,5/24/2021,6/24/2022,COVID-19,O+,128-07-3443
776,Reuven,McCosh,48,Male,1/13/1974,2/6/2021,9/17/2020,Cancer,AB+,100-68-5949
777,Emlen,Shackesby,116,Male,2/23/1951,11/5/2021,9/11/2020,Cancer,B-,579-92-2222
778,Winonah,Bader,110,Female,8/7/1974,6/3/2022,12/15/2022,COVID-19,A+,888-77-7886
779,Maddalena,Gowman,35,Female,8/28/1900,2/16/2020,3/15/2022,COVID-19,AB-,793-03-7238
780,Corney,Goddard,55,Male,2/2/1901,10/10/2022,2/19/2021,Cancer,A+,770-47-0703
781,Carolyn,Trussler,33,Female,12/15/1921,7/2/2021,3/19/2020,Stroke,AB+,500-77-8593
782,Mandi,Riply,44,Female,4/21/1951,7/9/2022,7/28/2020,COVID-19,AB+,507-95-2399
783,Etta,Tookill,118,Polygender,7/8/2001,8/25/2021,9/20/2020,Cancer,B-,434-19-1933
784,Carolyn,Seally,43,Agender,6/20/1975,1/2/2021,7/5/2021,Diabetes,O-,237-31-7122
785,Justinian,Lippiello,119,Male,4/19/1951,4/24/2020,9/8/2022,Diabetes,B-,170-77-9710
786,Phaidra,Farguhar,16,Female,4/23/1965,7/24/2020,9/5/2021,Heart Disease,B-,202-85-7702
787,Cristian,Arkwright,78,Male,12/13/1948,7/5/2021,11/17/2020,Diabetes,O+,759-92-4418
788,Bowie,Jatczak,3,Bigender,9/9/1940,7/23/2022,9/29/2022,Stroke,A+,261-37-5408
789,Gardner,Pipes,87,Male,11/23/2015,7/16/2021,9/23/2021,Stroke,AB-,898-03-4428
790,Tabbie,Bozward,6,Male,6/19/1992,10/13/2021,7/21/2021,Cancer,A+,282-44-4606
791,Nonnah,Roden,105,Female,1/24/2007,8/24/2020,5/30/2022,COVID-19,O+,283-53-8087
792,Cathlene,Foxton,11,Female,8/16/2007,1/22/2021,5/12/2021,Diabetes,A+,568-64-5868
793,Baillie,Inge,29,Male,2/18/1908,12/17/2022,4/25/2020,COVID-19,AB-,768-27-7532
794,Millard,Boynes,56,Agender,2/24/2004,9/25/2020,3/3/2021,COVID-19,A-,277-71-3856
795,Cal,Densumbe,114,Male,3/9/1972,6/27/2021,6/22/2020,COVID-19,A+,450-76-1195
796,Marie,Reddel,38,Female,3/7/1957,9/22/2022,9/30/2021,Cancer,O+,364-12-6616
797,Cleon,MacGinlay,0,Male,12/11/1940,9/7/2022,5/7/2021,Cancer,A+,415-33-3710
798,Garek,Daldan,54,Male,3/2/2002,2/23/2022,8/2/2020,Heart Disease,O-,839-63-2164
799,Edin,Caws,49,Female,3/20/1940,10/6/2022,5/25/2021,Diabetes,B-,706-82-8955
800,Bil,Betz,18,Male,3/7/1936,2/10/2021,11/8/2022,Diabetes,O-,505-15-2630
801,Philomena,Gellett,80,Female,2/18/1929,1/17/2020,3/14/2022,Cancer,A-,845-55-6523
802,Vasily,Dowker,105,Male,3/7/1967,8/2/2021,6/30/2022,Cancer,B-,201-13-9880
803,Kimbell,Feldstein,80,Male,10/2/1987,10/3/2022,10/20/2021,Heart Disease,A+,835-67-1794
804,Junette,Checcuzzi,93,Female,1/15/1982,8/13/2021,4/14/2021,Diabetes,AB+,889-02-7535
805,Quinn,Hillatt,103,Non-binary,9/20/1970,1/1/2022,1/27/2021,Cancer,A+,219-75-8703
806,Vinny,Laugheran,74,Male,10/21/1906,1/28/2022,7/15/2021,COVID-19,B+,139-95-2911
807,Cyndi,Gauthorpp,3,Female,6/12/1904,8/26/2021,4/21/2022,Heart Disease,O-,348-63-5907
808,Max,Pengelly,94,Female,4/23/1974,1/14/2022,11/24/2022,Stroke,A-,336-17-8049
809,Arlen,Olliar,6,Female,4/7/2010,2/27/2021,8/2/2020,Diabetes,B+,380-62-9031
810,Padget,Slade,96,Male,2/16/1952,12/21/2020,2/27/2020,Cancer,AB+,382-31-2436
811,Gertrudis,Nanni,89,Female,3/3/1939,6/18/2022,1/26/2022,Heart Disease,B-,281-20-6127
812,Taite,Geraldez,9,Male,11/22/1900,12/10/2021,5/23/2021,COVID-19,AB+,490-07-9211
813,Mickie,Saffer,11,Female,4/17/1904,7/23/2020,5/24/2021,Stroke,AB+,696-03-5154
814,Rodi,Dunlop,39,Female,4/16/2014,7/27/2022,1/27/2022,Heart Disease,A-,475-48-4852
815,Gabriell,Kyteley,12,Female,12/11/1995,1/4/2021,1/9/2022,Cancer,AB-,714-66-5218
816,Adele,Sigert,54,Female,3/3/1977,7/7/2020,4/24/2021,Cancer,O+,262-49-9292
817,Ransell,Joutapaitis,14,Male,9/27/1918,1/24/2020,4/13/2020,Diabetes,AB-,783-11-0971
818,Euell,Bulteel,102,Male,12/22/1984,11/10/2022,8/4/2020,Diabetes,AB-,101-13-1700
819,Baron,Thornley,99,Male,3/24/1963,2/13/2021,8/20/2021,Diabetes,AB-,325-08-6524
820,Shellysheldon,Abotson,20,Agender,6/8/1931,6/28/2020,4/23/2022,Diabetes,A-,762-21-3330
821,Babbette,Nellis,26,Female,8/25/1946,2/23/2021,12/6/2022,Stroke,O+,777-19-2390
822,Dorothea,Greenland,70,Female,10/14/1926,11/8/2021,1/9/2022,Diabetes,AB+,498-57-7684
823,Weidar,Ellson,90,Male,8/13/1924,12/30/2022,10/14/2022,Diabetes,AB+,550-56-9131
824,Adela,Ollivierre,12,Female,2/4/2022,3/29/2021,1/25/2020,COVID-19,O-,287-03-9389
825,Darby,Corless,77,Male,2/21/1929,12/7/2022,6/18/2020,Heart Disease,O-,727-44-0375
826,Giulio,Dickons,93,Male,10/1/2011,12/13/2022,4/28/2021,COVID-19,AB+,468-48-1319
827,Tammy,Haldene,40,Male,1/29/1937,8/15/2021,12/31/2021,COVID-19,A+,898-02-8661
828,Desirae,Preuvost,11,Female,1/30/1917,9/14/2022,9/1/2021,Cancer,A-,233-82-3749
829,Ellene,Royle,87,Female,2/18/1986,5/11/2022,5/21/2021,Heart Disease,O+,679-54-3845
830,Tillie,Dowsey,18,Female,1/31/1998,7/14/2021,2/20/2020,Diabetes,A-,325-64-1560
831,Ardra,Klimowicz,82,Female,4/29/1955,9/14/2021,11/8/2020,Diabetes,A+,242-56-4446
832,Kleon,Speares,64,Male,8/23/1903,6/8/2021,10/27/2020,Cancer,B-,227-42-8822
833,Hall,Braferton,83,Male,10/10/1945,9/4/2022,11/2/2022,Stroke,AB+,480-32-3058
834,Weylin,Adkin,78,Male,6/20/1973,9/14/2021,3/31/2020,Cancer,A+,800-37-2553
835,Alaine,Corday,55,Agender,4/30/1982,6/30/2020,5/3/2021,Stroke,O+,164-23-1184
836,Sigismundo,Sturman,33,Male,2/9/1998,6/7/2021,8/20/2022,Heart Disease,A+,173-22-0356
837,Alberto,Cobbing,11,Male,8/7/1927,2/27/2022,6/3/2022,Diabetes,O+,196-27-7635
838,Philippine,Roscam,69,Female,1/28/1929,10/8/2022,2/28/2022,Stroke,AB+,501-50-0345
839,Adina,Chesser,76,Bigender,6/1/1959,3/19/2022,1/6/2022,COVID-19,O+,147-69-8029
840,Lynda,Pate,81,Female,11/19/1902,1/5/2020,6/13/2020,Diabetes,B+,743-69-0263
841,Olag,Acheson,6,Male,11/6/1982,11/10/2021,7/6/2021,Cancer,AB+,734-88-3581
842,Ninon,Gaveltone,19,Female,5/7/1938,11/9/2020,7/20/2020,COVID-19,A+,721-92-4977
843,Thomas,Irvin,68,Bigender,1/18/1940,4/23/2022,7/4/2021,Heart Disease,A+,737-59-9852
844,Carlita,Ragles,120,Female,4/1/1906,9/17/2020,7/17/2022,COVID-19,AB-,372-16-3490
845,Burl,Bolan,53,Polygender,6/21/2013,7/28/2022,6/27/2021,Diabetes,O+,476-01-2762
846,Rosabelle,Wreakes,42,Female,2/21/1975,8/17/2021,11/6/2021,Cancer,A-,371-57-3272
847,Mignon,Boyack,111,Female,2/5/2013,5/6/2020,12/13/2021,COVID-19,A-,262-53-0225
848,Fina,Gillham,4,Female,4/14/1992,8/16/2021,4/8/2020,Stroke,AB-,161-68-1963
849,Eldon,Anstie,44,Male,10/8/2017,8/27/2021,1/26/2021,Stroke,B+,324-32-4993
850,Susette,Chewter,100,Female,11/23/1980,6/6/2020,6/5/2022,COVID-19,AB-,165-70-8557
851,Turner,Glenwright,39,Male,12/31/1967,8/16/2020,8/1/2020,Cancer,O+,467-29-3443
852,Roxine,Pandya,1,Female,10/8/2014,11/15/2022,5/11/2021,Heart Disease,B-,621-18-9259
853,Carole,Crease,94,Female,10/24/1927,7/8/2021,10/22/2020,COVID-19,O+,422-31-6058
854,Tailor,Callard,71,Male,4/16/2010,4/15/2020,8/14/2021,Stroke,A-,262-73-7722
855,Rudie,Wing,18,Male,7/28/1960,1/16/2020,6/21/2021,Heart Disease,O-,465-81-8950
856,Jae,Priter,75,Male,11/22/1939,1/2/2022,6/14/2022,Stroke,O-,720-59-7501
857,Barclay,Cheak,56,Male,1/4/2006,3/15/2022,7/22/2021,Heart Disease,O+,237-36-2238
858,Clarette,Hastilow,101,Female,3/23/2022,6/20/2022,11/2/2020,COVID-19,B-,314-96-5230
859,Llewellyn,Dumpleton,79,Male,7/9/1991,10/26/2020,2/7/2022,COVID-19,AB+,438-55-4996
860,Erena,Ketley,47,Female,6/29/1941,6/28/2020,3/2/2020,Stroke,A-,395-85-7822
861,Dredi,Tunna,71,Female,8/24/1959,5/14/2020,10/30/2021,Diabetes,A+,151-30-4761
862,Maxie,Dibdall,15,Female,4/26/1991,6/29/2021,2/23/2022,Stroke,O+,807-37-3598
863,Laurel,Ruperti,96,Female,4/19/1945,6/27/2020,6/15/2020,Heart Disease,O+,701-72-9922
864,Birk,Suett,62,Male,1/23/1917,5/23/2022,8/12/2020,Stroke,A+,482-34-7632
865,Blaine,Dakhov,23,Male,7/3/1924,3/18/2022,11/16/2022,Cancer,B+,228-37-7365
866,Halsey,Matteoni,11,Male,6/7/2008,12/18/2022,12/13/2022,Heart Disease,AB+,243-03-8416
867,Hew,Stavers,40,Male,12/14/1920,3/16/2021,6/5/2021,Stroke,A-,818-13-8565
868,Newton,Randles,52,Male,1/18/2006,8/5/2021,2/23/2020,Heart Disease,B-,301-92-2750
869,Mabelle,Gurry,90,Female,12/30/1918,12/18/2020,1/13/2021,Diabetes,B+,235-82-9408
870,Trever,Corkett,59,Male,8/1/1996,1/5/2021,4/29/2022,Cancer,B-,591-85-2079
871,Renard,Garfoot,102,Male,2/7/1945,3/19/2021,12/24/2022,Heart Disease,O+,517-15-1399
872,Maggy,Takkos,78,Female,8/25/1989,5/2/2020,3/26/2020,Cancer,O+,609-47-4529
873,Boonie,Sailer,43,Male,6/28/1943,12/7/2021,1/6/2021,Heart Disease,B+,476-07-0218
874,Tressa,Yitzowitz,58,Female,12/22/1988,12/7/2022,2/9/2021,Diabetes,O-,777-39-0266
875,Maximilianus,Lethby,44,Male,2/4/2015,4/26/2020,2/29/2020,COVID-19,O+,469-71-3229
876,George,Telezhkin,15,Male,3/31/1974,3/26/2020,1/6/2020,Heart Disease,B+,898-58-2784
877,Corry,Youthead,81,Agender,8/11/1954,1/4/2022,4/12/2021,COVID-19,AB+,618-30-8255
878,Hetti,Berryann,64,Female,10/2/1938,4/5/2021,11/3/2021,Cancer,A+,371-92-1596
879,Darn,Bridal,54,Male,8/6/1986,7/25/2022,5/20/2021,COVID-19,O+,659-76-4043
880,Iggie,Muehle,59,Male,5/13/1987,2/12/2020,10/13/2022,Cancer,B-,495-94-8889
881,Enid,Allner,79,Female,9/28/1986,1/2/2020,10/15/2022,Diabetes,A+,211-06-6903
882,Tilly,Seals,80,Female,11/6/1986,8/28/2021,12/18/2020,Stroke,A+,391-30-2696
883,Tobe,Everwin,19,Female,6/23/1968,4/29/2022,12/14/2022,Heart Disease,O+,248-51-0072
884,Alida,Frankes,54,Agender,4/26/2017,9/4/2022,2/28/2022,COVID-19,AB+,690-12-7765
885,Sharity,Shervil,90,Female,4/29/2022,12/14/2022,7/26/2022,Cancer,O-,425-92-7099
886,Peggy,Andriuzzi,25,Female,4/25/1900,10/11/2021,6/4/2021,Heart Disease,B+,219-78-6830
887,Gertrude,Dickens,79,Female,7/2/1927,11/12/2020,2/2/2021,Diabetes,B+,222-31-4446
888,Gabriel,Fairbrass,76,Male,11/25/1993,4/18/2022,2/10/2020,Heart Disease,B-,232-77-9309
889,Chev,Whiteside,62,Male,7/31/1926,1/11/2022,1/14/2020,Stroke,O+,433-86-4307
890,Odele,Quantick,26,Genderfluid,8/13/1906,1/7/2022,3/24/2022,COVID-19,A+,369-65-4158
891,Celka,Sidnall,100,Female,8/2/1964,11/27/2021,2/25/2022,Cancer,A-,266-06-9498
892,Calida,O' Meara,114,Female,7/1/1918,11/29/2022,8/21/2022,Diabetes,O+,484-75-6420
893,Carlotta,Hebbes,69,Female,10/16/1912,4/23/2021,1/7/2020,Cancer,AB+,105-66-1860
894,Killian,Huetson,51,Male,12/10/1958,9/18/2022,12/30/2021,Diabetes,O-,209-53-5894
895,Sissie,Linke,94,Female,7/16/1904,7/20/2021,6/8/2021,Heart Disease,B-,185-38-3528
896,Archibold,Zoppie,47,Male,9/8/1964,6/11/2020,12/6/2021,Heart Disease,B+,596-96-1930
897,Dex,Risborough,106,Male,1/27/1972,12/12/2021,10/30/2022,Heart Disease,A+,878-97-0590
898,Everard,Blackbourn,87,Male,1/18/1971,9/13/2020,7/10/2021,Cancer,B-,848-07-0897
899,Jeni,Loveday,7,Female,8/19/1915,10/11/2021,12/1/2022,Diabetes,A-,166-86-8710
900,Alford,Joutapaitis,104,Male,9/30/1951,11/9/2020,5/26/2022,Heart Disease,B-,219-78-9605
901,Madelon,Ivakin,43,Female,10/18/2013,1/16/2020,9/20/2022,Diabetes,O-,296-87-8894
902,Raynard,Azemar,82,Male,9/7/1989,10/22/2021,3/2/2020,Stroke,O-,769-54-9840
903,Everett,Joannic,86,Male,10/20/2007,5/3/2022,11/15/2020,Cancer,O-,812-46-1404
904,Lottie,Zmitrovich,70,Female,3/11/1964,8/13/2022,7/23/2021,Heart Disease,B-,386-37-1068
905,Lizzy,Merryweather,78,Female,10/23/2001,11/13/2020,8/19/2021,Stroke,A-,683-03-2184
906,Ali,Ellice,30,Non-binary,10/2/1977,6/9/2020,5/24/2022,Heart Disease,A-,365-63-8107
907,Vitoria,Moorhead,115,Female,5/16/1907,1/29/2022,4/28/2020,Stroke,O-,342-65-0612
908,Bria,Tomini,114,Female,3/2/1911,7/4/2020,8/29/2021,Diabetes,B+,189-06-8466
909,Alphonso,Kornyshev,109,Male,10/3/1953,12/7/2021,7/16/2022,Cancer,AB-,196-38-9471
910,Bev,Trynor,91,Bigender,5/24/1947,8/20/2021,8/11/2022,Diabetes,O+,263-13-7197
911,Rainer,Hanny,116,Male,4/12/1944,6/12/2020,6/6/2021,Cancer,O+,163-67-8466
912,Farah,Gothup,48,Female,12/13/1962,3/30/2020,3/3/2022,COVID-19,O-,404-91-5509
913,Avie,Derdes,93,Female,12/25/1926,8/7/2020,4/4/2022,COVID-19,B-,238-92-7312
914,Franny,Rashleigh,88,Male,3/5/1994,4/16/2022,9/13/2020,Stroke,AB-,543-23-2983
915,Rani,Okey,102,Female,9/16/1943,1/5/2021,12/26/2022,Cancer,O-,859-70-2584
916,Vivianna,Fear,16,Female,4/19/1991,8/29/2022,4/23/2021,COVID-19,AB+,538-15-8726
917,Roger,Smullin,79,Male,5/9/2001,6/20/2022,5/25/2021,Cancer,O-,832-79-2971
918,Lutero,Tumility,30,Male,2/2/1967,1/6/2020,8/13/2021,Heart Disease,B-,181-51-0632
919,Cheston,Gerdts,42,Male,2/7/1942,1/10/2022,4/17/2021,Cancer,A-,324-84-4855
920,Justinian,Lebarree,30,Male,11/13/1937,12/27/2022,12/30/2020,COVID-19,O+,566-30-1497
921,Staffard,Cringle,0,Male,9/30/1947,2/2/2021,3/21/2020,COVID-19,B+,750-49-6778
922,Luciano,Wray,71,Male,3/28/1969,8/15/2021,7/30/2020,Heart Disease,AB+,401-92-8551
923,Kylie,Knuckles,113,Male,5/27/1990,4/13/2022,1/11/2021,Heart Disease,B+,698-59-0944
924,Novelia,Bradlaugh,63,Female,10/9/1971,8/10/2020,12/31/2021,Cancer,A+,377-41-9849
925,Blane,Sket,31,Male,1/27/1970,4/1/2021,5/25/2021,Cancer,AB+,458-24-4623
926,Giovanna,Spiaggia,6,Female,7/6/1988,2/8/2022,4/7/2020,Diabetes,AB+,254-39-2477
927,Bertram,Sivyer,20,Male,1/2/1924,4/10/2020,7/17/2022,Heart Disease,A-,698-65-5052
928,Justin,Mendoza,48,Male,3/6/1909,6/15/2020,12/28/2022,Cancer,A-,342-51-5215
929,Killian,Creak,7,Male,9/29/1958,6/25/2021,10/5/2020,Stroke,O-,794-17-8752
930,Kiele,Mountfort,62,Female,4/15/1959,9/17/2022,8/12/2021,Diabetes,AB-,291-79-5972
931,Ronald,Cowperthwaite,7,Male,1/25/1970,9/5/2020,12/6/2022,Heart Disease,AB-,450-43-5503
932,Cobbie,Mowne,4,Male,6/17/1971,6/30/2021,11/25/2022,Stroke,B+,330-27-5507
933,Pier,Chittem,86,Female,6/11/1906,4/17/2022,11/10/2022,COVID-19,A-,705-38-1426
934,Yorker,Folds,26,Male,3/20/1997,7/12/2020,10/13/2022,Heart Disease,AB-,899-22-0506
935,Batsheva,Hulkes,11,Female,2/24/1987,12/15/2022,5/8/2022,Heart Disease,B+,617-51-8321
936,Robers,Meigh,83,Male,6/26/1959,5/8/2021,10/25/2022,Stroke,AB+,368-04-2120
937,Deanna,Yell,39,Agender,6/7/1900,9/27/2021,12/17/2021,Heart Disease,AB-,267-16-1930
938,Linoel,McOrkil,90,Male,1/10/1953,6/20/2022,8/27/2022,Stroke,AB+,625-32-0992
939,Rossy,deKnevet,56,Male,5/29/1944,7/2/2020,7/19/2021,Heart Disease,AB+,482-08-6404
940,Mordecai,Sherrington,82,Male,10/12/1971,1/27/2022,11/8/2021,Stroke,AB-,873-23-7348
941,Gunner,Daniels,41,Male,10/13/1932,5/8/2022,3/11/2022,Diabetes,A+,291-81-2748
942,Marion,Oldmeadow,91,Female,11/27/1985,6/18/2022,7/16/2022,COVID-19,AB+,662-86-9500
943,Tann,Dumbarton,118,Male,10/28/1970,5/1/2020,4/10/2020,COVID-19,A+,837-11-1446
944,Jone,Kinleyside,7,Male,9/1/2009,7/24/2022,9/10/2022,Cancer,B-,702-23-6956
945,Korry,Babbage,14,Female,11/3/1967,11/15/2021,1/31/2021,Cancer,AB+,414-23-5747
946,Elmira,Olekhov,107,Female,12/16/1960,8/1/2021,8/4/2021,Cancer,AB-,868-80-3481
947,Morie,Lippitt,74,Male,10/7/1963,11/2/2022,11/4/2022,COVID-19,A+,756-15-5896
948,Korrie,Carluccio,25,Female,3/26/1933,9/28/2021,6/25/2021,Heart Disease,B+,179-67-6740
949,Iona,Weich,39,Female,9/19/2015,1/22/2022,8/13/2020,COVID-19,A+,539-83-1040
950,Karl,Fishleigh,82,Male,7/20/2011,7/27/2021,2/15/2020,Heart Disease,B-,817-92-0095
951,Shaw,Copeland,84,Male,9/29/1909,9/21/2020,6/22/2021,COVID-19,A-,321-12-8683
952,Malia,Tankard,6,Female,4/23/1912,1/4/2021,1/22/2022,Diabetes,A-,380-10-2429
953,Sophia,Greiswood,70,Female,7/17/1934,10/17/2020,4/13/2021,Stroke,B+,501-14-5540
954,Giffard,Housbey,9,Male,3/29/1964,5/10/2020,11/30/2020,Heart Disease,A+,891-48-3925
955,Anne-marie,Salzburger,56,Female,2/15/1912,10/30/2020,1/27/2020,Cancer,AB+,756-98-0932
956,Chelsae,Tommeo,31,Female,10/9/1963,11/19/2022,5/23/2021,Heart Disease,A+,324-78-7649
957,Stinky,Szapiro,44,Male,4/26/1970,5/4/2022,4/25/2021,Heart Disease,AB-,371-35-5396
958,Tedmund,Binning,116,Male,2/13/2009,6/23/2020,7/25/2022,Heart Disease,AB+,280-08-1466
959,Idelle,Trevna,100,Female,12/10/1992,12/29/2021,11/20/2020,Diabetes,O+,500-92-6322
960,Aurelie,Bousler,55,Female,6/24/1995,10/24/2022,10/5/2020,Diabetes,A+,272-98-8374
961,Broddy,Dutson,30,Male,4/9/1969,9/25/2022,1/15/2020,Diabetes,B-,490-98-4925
962,Tate,Rolling,93,Female,8/21/2003,9/15/2022,9/11/2022,Heart Disease,A-,867-26-1951
963,Jacqueline,Peachment,80,Female,9/30/1908,1/29/2022,5/26/2021,Heart Disease,AB+,528-21-3509
964,Alexi,Bazeley,46,Female,8/13/1912,9/11/2020,9/14/2021,Cancer,AB-,419-77-0201
965,Jade,Alden,76,Female,3/10/2014,9/14/2021,3/22/2022,COVID-19,A+,860-63-7214
966,Drucy,Valsler,77,Female,7/20/2013,5/13/2022,5/7/2022,Cancer,O+,577-89-9443
967,Loni,Camerana,67,Agender,8/25/1981,5/25/2020,5/30/2020,Diabetes,A+,833-94-8683
968,Raddie,Kilfoyle,90,Male,5/24/1968,10/12/2021,1/25/2020,Heart Disease,AB-,142-55-2578
969,Bruno,Strickett,58,Male,6/29/1968,11/2/2022,5/10/2021,Cancer,B-,546-70-8790
970,Joshia,Edon,95,Male,5/4/1977,3/28/2020,7/1/2021,Stroke,A+,717-44-4303
971,Anni,Mackstead,114,Female,12/19/1927,11/15/2020,9/14/2020,COVID-19,B-,149-44-0239
972,Collie,Pennycock,42,Female,7/20/2005,11/12/2022,1/17/2021,Cancer,A-,154-51-5893
973,Wilek,Kilgannon,64,Male,2/14/1988,7/31/2021,10/17/2021,Stroke,B-,844-70-2634
974,Monroe,Symmers,100,Male,12/25/1926,7/10/2022,8/13/2022,Stroke,AB+,638-93-0178
975,Zara,Stickles,1,Female,4/7/1946,4/3/2020,10/23/2022,Cancer,AB-,711-96-9456
976,Alidia,Jaulme,9,Genderqueer,10/9/1999,12/13/2021,5/26/2020,COVID-19,AB-,595-22-3334
977,Reinwald,Troman,86,Polygender,9/16/1956,5/9/2020,4/21/2022,Cancer,B-,704-03-6436
978,Hercule,Fearney,72,Male,5/22/1981,1/8/2021,10/6/2021,Stroke,AB+,579-55-7907
979,Rossie,Favill,48,Male,12/20/1914,9/1/2020,11/14/2021,COVID-19,AB+,351-38-7023
980,Faustine,Merring,33,Female,8/29/1938,8/9/2022,11/4/2022,Cancer,A+,798-22-7424
981,Aurelea,Tukely,92,Female,10/18/1961,1/11/2020,1/21/2021,Heart Disease,A+,141-57-3296
982,Sonnie,O'Hoey,87,Male,6/19/1999,2/18/2020,11/22/2021,Stroke,AB+,284-96-9285
983,Adrea,Vasilyev,32,Female,4/11/1990,9/24/2020,12/18/2022,Diabetes,A-,723-64-4908
984,Bordie,Arbuckle,44,Male,2/16/1953,7/17/2021,10/20/2021,Stroke,A-,727-81-8673
985,Todd,Laroux,100,Male,4/16/1981,5/5/2021,8/12/2020,Cancer,B-,431-02-2398
986,Keelby,Moneti,8,Male,2/6/2007,12/2/2022,11/17/2020,COVID-19,A-,262-65-1974
987,Rhiamon,Lenz,20,Genderqueer,12/3/2017,7/7/2021,7/30/2022,Diabetes,B+,541-49-2098
988,Elliot,Lashmar,72,Male,12/8/1967,10/21/2021,9/30/2021,Cancer,O-,732-93-1341
989,Georgine,Sabin,107,Female,3/26/1992,7/17/2022,11/14/2022,Heart Disease,O+,845-96-4283
990,Maribel,Edmeads,48,Female,5/29/1903,2/28/2021,6/21/2021,Stroke,B+,315-48-6336
991,Darda,Allbrook,84,Female,10/8/1989,9/15/2021,2/19/2021,Cancer,B-,133-87-9690
992,Binny,Dietsche,73,Female,11/18/1906,7/17/2021,9/26/2020,Stroke,B+,680-70-7990
993,Morgan,Gillicuddy,33,Female,6/27/1946,5/29/2020,6/16/2022,Cancer,AB-,791-24-4876
994,Janine,Keaysell,76,Female,5/4/1933,12/22/2020,8/15/2020,Cancer,A-,346-81-7961
995,Nobe,Shyram,93,Male,11/12/1982,10/16/2022,3/12/2020,Cancer,O+,889-12-2706
996,Jessi,Rodman,43,Female,3/29/1925,2/24/2020,5/22/2020,COVID-19,O+,114-23-7631
997,Keelby,Jagiello,36,Male,10/9/1989,1/21/2021,6/17/2022,COVID-19,AB+,251-62-6117
998,Warde,Feldon,90,Bigender,11/9/1926,10/15/2020,5/13/2020,Stroke,A+,175-68-6144
999,Irena,Rollason,95,Female,3/4/1938,7/29/2020,7/22/2022,COVID-19,AB-,154-04-6975
1000,Jackie,De Bischof,117,Bigender,8/26/2018,8/21/2022,3/15/2022,Heart Disease,A-,411-86-3325
